idreuniao,idempresa,faceb
51,6045,false
51,6046,false
51,6337,false
51,6341,false
51,6343,false
52,6036,false
52,6037,false
52,6038,false
52,6039,false
52,6042,false
52,6044,false
52,6045,false
52,6046,false
52,6340,false
52,6341,false
52,6343,false
53,6039,false
53,6043,false
53,6044,false
53,6045,false
53,6046,false
53,6343,false
54,6039,false
54,6044,false
54,6046,false
54,6343,false
55,5586,false
55,6047,false
55,6345,false
55,6769,false
55,6845,false
55,6959,false
55,32563,false
56,5586,false
56,6047,false
56,6345,false
56,6959,false
56,32563,false
57,5586,false
57,6047,false
57,6345,false
57,6959,false
57,32563,false
58,7230,false
59,7230,false
60,7230,false
61,5819,false
61,6532,false
61,6535,false
61,6536,false
61,6537,false
61,6538,false
61,6539,false
61,6540,false
61,6541,false
62,7062,false
62,7064,false
63,7060,false
63,7062,false
63,7064,false
64,7060,false
64,7062,false
65,7060,false
65,7063,false
65,7064,false
66,7060,false
66,7062,false
66,7063,false
66,7064,false
67,7060,false
67,7062,false
67,7063,false
67,7064,false
68,7060,false
68,7062,false
68,7063,false
68,7064,false
69,7062,false
69,7063,false
69,7064,false
70,7060,false
70,7063,false
70,7064,false
71,7062,false
71,7063,false
71,7064,false
71,7132,false
71,7133,false
72,7060,false
72,7062,false
72,7063,false
72,7064,false
73,6102,false
73,6110,false
73,6145,false
73,6147,false
75,5888,false
75,5893,false
75,5894,false
75,5896,false
75,5905,false
75,5906,false
78,7005,false
78,7006,false
78,7007,false
78,7013,false
78,7014,false
78,7016,false
79,5587,false
79,5590,false
79,5594,false
79,5598,false
79,5603,false
79,5609,false
79,5612,false
79,7172,false
79,7174,false
79,7175,false
79,7176,false
79,7177,false
79,7178,false
79,7179,false
82,5589,false
82,5595,false
82,5606,false
82,5629,false
82,5637,false
82,5644,false
82,5650,false
82,6299,false
82,6308,false
83,6316,false
83,6323,false
83,6327,false
83,6331,false
83,6332,false
83,6334,false
83,6335,false
83,6336,false
83,6338,false
83,6342,false
83,6344,false
84,6316,false
84,6323,false
84,6327,false
84,6331,false
84,6332,false
84,6334,false
84,6335,false
84,6336,false
84,6338,false
84,6342,false
84,6344,false
85,6523,false
85,6525,false
85,9241,false
85,10477,false
86,5534,false
86,5537,false
86,5545,false
86,5562,false
86,5569,false
86,5576,false
86,5584,false
86,5588,false
86,5602,false
86,5607,false
86,5614,false
87,5534,false
87,5537,false
87,5545,false
87,5562,false
87,5569,false
87,5576,false
87,5584,false
87,5588,false
87,5602,false
87,5607,false
87,5614,false
88,5587,false
88,5590,false
88,5594,false
88,5598,false
88,5603,false
88,5609,false
88,7172,false
88,7174,false
88,7176,false
90,6316,false
90,6323,false
90,6327,false
90,6331,false
90,6332,false
90,6334,false
90,6335,false
90,6338,false
90,6342,false
91,6316,false
91,6323,false
91,6327,false
91,6331,false
91,6332,false
91,6334,false
91,6335,false
91,6338,false
91,6342,false
92,6316,false
92,6323,false
92,6327,false
92,6331,false
92,6332,false
92,6334,false
92,6335,false
92,6338,false
92,6342,false
93,6316,false
93,6323,false
93,6327,false
93,6331,false
93,6332,false
93,6334,false
93,6335,false
93,6336,false
93,6338,false
93,6342,false
93,6344,false
94,6316,false
94,6323,false
94,6327,false
94,6331,false
94,6332,false
94,6334,false
94,6335,false
94,6336,false
94,6338,false
94,6342,false
94,6344,false
95,6316,false
95,6323,false
95,6327,false
95,6331,false
95,6332,false
95,6334,false
95,6335,false
95,6336,false
95,6338,false
95,6342,false
95,6344,false
96,6316,false
96,6323,false
96,6327,false
96,6331,false
96,6332,false
96,6334,false
96,6335,false
96,6336,false
96,6338,false
96,6342,false
96,6344,false
97,6316,false
97,6323,false
97,6327,false
97,6331,false
97,6332,false
97,6334,false
97,6335,false
97,6336,false
97,6338,false
97,6342,false
97,6344,false
98,6316,false
98,6323,false
98,6327,false
98,6331,false
98,6332,false
98,6334,false
98,6335,false
98,6336,false
98,6338,false
98,6342,false
98,6344,false
99,6849,false
99,6850,false
99,6851,false
99,6852,false
99,6853,false
99,6854,false
99,6855,false
99,6856,false
99,6857,false
99,6858,false
99,6859,false
99,6860,false
99,6861,false
99,6862,false
99,6863,false
99,6864,false
99,6865,false
99,6866,false
99,6867,false
99,6868,false
99,6869,false
99,6870,false
99,6871,false
99,6872,false
99,6873,false
100,6316,false
100,6323,false
100,6327,false
100,6331,false
100,6332,false
100,6334,false
100,6335,false
100,6336,false
100,6338,false
100,6342,false
100,6344,false
101,6316,false
101,6323,false
101,6327,false
101,6331,false
101,6332,false
101,6334,false
101,6335,false
101,6336,false
101,6338,false
101,6342,false
101,6344,false
102,6103,false
102,6109,false
102,6111,false
102,6116,false
102,36820,false
103,6185,false
103,28031,false
103,28033,false
103,28035,false
103,28036,false
103,28038,false
103,28044,false
104,6350,false
104,6358,false
104,6359,false
104,6360,false
104,6362,false
105,6059,false
105,6064,false
105,6065,false
105,6076,false
105,6077,false
105,6078,false
106,6059,false
106,6064,false
106,6065,false
106,6076,false
106,6077,false
106,6078,false
107,6059,false
107,6060,false
107,6064,false
107,6065,false
107,6074,false
107,6075,false
107,6076,false
107,6077,false
107,6078,false
107,6079,false
107,6134,false
107,6135,false
108,6059,false
108,6063,false
108,6064,false
108,6065,false
108,6075,false
108,6076,false
108,6078,false
108,6079,false
108,6135,false
109,6059,false
109,6060,false
109,6064,false
109,6074,false
109,6075,false
109,6076,false
109,6077,false
109,6078,false
109,6134,false
109,6135,false
110,6101,false
110,6103,false
110,6105,false
110,6106,false
110,6109,false
110,6111,false
110,6116,false
110,6118,false
110,31958,false
110,36820,false
111,5587,false
111,5590,false
111,5594,false
111,5598,false
111,5603,false
111,5609,false
111,5612,false
111,7172,false
111,7174,false
111,7175,false
111,7176,false
111,7177,false
111,7178,false
111,7179,false
112,5617,false
112,5619,false
112,5623,false
112,5625,false
112,5630,false
112,5631,false
112,5639,false
113,6392,false
113,6393,false
113,6394,false
113,6395,false
113,6397,false
114,6392,false
114,6393,false
114,6394,false
114,6395,false
114,6396,false
114,6397,false
114,6398,false
115,5709,false
115,5710,false
115,5711,false
115,5712,false
115,5713,false
115,5717,false
115,5719,false
116,7062,false
116,7063,false
116,7064,false
116,7132,false
117,7060,false
117,7062,false
117,7064,false
117,10506,false
118,7062,false
118,7063,false
118,7064,false
118,7132,false
118,10506,false
119,7060,false
119,7062,false
119,7063,false
119,7064,false
119,7066,false
119,7132,false
119,10506,false
120,7060,false
120,7062,false
120,7063,false
120,7064,false
120,7066,false
120,7132,false
121,5587,false
121,5590,false
121,5594,false
121,5598,false
121,7174,false
121,7176,false
122,7119,false
122,7120,false
122,7121,false
122,7122,false
122,7126,false
122,7127,false
123,7119,false
123,7120,false
123,7123,false
123,7127,false
124,7017,false
124,7120,false
124,7122,false
124,7124,false
124,7127,false
124,10506,false
125,7017,false
125,7119,false
125,7120,false
125,7123,false
125,7127,false
125,10506,false
126,7119,false
126,7120,false
126,7121,false
126,7122,false
126,7124,false
126,7127,false
127,7119,false
127,7120,false
127,7122,false
127,7123,false
127,7124,false
127,7127,false
127,10506,false
128,7119,false
128,7120,false
129,6632,false
129,6701,false
129,6703,false
129,10509,false
129,10512,false
129,28154,false
129,28159,false
130,6081,false
130,6085,false
130,6086,false
130,6087,false
130,6094,false
130,6096,false
131,6227,false
131,6234,false
131,6241,false
131,6244,false
131,28027,false
131,28030,false
132,6080,false
132,6082,false
132,6083,false
132,6085,false
132,6086,false
132,6087,false
132,6091,false
132,6092,false
132,6094,false
132,6096,false
132,6097,false
133,6875,false
133,10303,false
133,10308,false
133,10318,false
133,10319,false
133,10321,false
134,6875,false
134,10307,false
134,10308,false
134,10318,false
134,10319,false
134,10321,false
135,7007,false
135,7010,false
135,7016,false
136,7005,false
136,7006,false
136,7007,false
136,7008,false
136,7010,false
136,7011,false
136,7012,false
136,7013,false
136,7016,false
137,10310,false
137,10312,false
137,10313,false
138,7005,false
138,7006,false
138,7007,false
138,7008,false
138,7009,false
138,7010,false
138,7011,false
138,7012,false
138,7013,false
138,7014,false
138,7015,false
138,7016,false
139,7007,false
139,7008,false
139,7009,false
139,7010,false
139,7011,false
139,7012,false
139,7013,false
139,7014,false
139,7016,false
140,7005,false
140,7007,false
140,7008,false
140,7009,false
140,7011,false
140,7012,false
140,7014,false
140,7015,false
140,7016,false
141,7006,false
141,7007,false
141,7008,false
141,7009,false
141,7010,false
141,7011,false
141,7012,false
141,7013,false
141,7014,false
141,7015,false
142,5619,false
142,5623,false
142,5625,false
142,5631,false
142,5639,false
143,7005,false
143,7006,false
143,7007,false
143,7008,false
143,7010,false
143,7011,false
143,7012,false
143,7013,false
144,7005,false
144,7011,false
145,7006,false
145,7007,false
145,7009,false
145,7010,false
145,7011,false
145,7016,false
146,7006,false
146,7007,false
146,7010,false
146,7011,false
146,7012,false
146,7013,false
147,7006,false
147,7007,false
147,7010,false
147,7011,false
147,7012,false
148,7006,false
148,7007,false
148,7009,false
148,7010,false
148,7011,false
148,7012,false
148,7014,false
148,7016,false
149,7005,false
149,7006,false
149,7007,false
149,7008,false
149,7010,false
149,7011,false
149,7013,false
150,6102,false
150,6110,false
150,6146,false
150,6147,false
150,6149,false
151,6631,false
151,6632,false
151,6699,false
151,6701,false
151,6703,false
151,6705,false
151,6712,false
151,10509,false
151,10512,false
151,28107,false
151,28154,false
151,28159,false
152,7018,false
152,7025,false
152,7026,false
152,7035,false
152,7036,false
152,7038,false
152,7041,false
152,7045,false
153,7020,false
153,7022,false
153,7025,false
153,7026,false
153,7027,false
153,7035,false
153,7036,false
153,7038,false
153,7039,false
153,7041,false
153,7045,false
154,7019,false
154,7022,false
154,7025,false
154,7028,false
154,7035,false
154,7038,false
154,7039,false
154,7042,false
154,7045,false
155,7025,false
155,7026,false
155,7028,false
155,7035,false
155,7036,false
155,7041,false
155,7043,false
155,7045,false
156,7025,false
156,7026,false
156,7027,false
156,7035,false
156,7038,false
156,7041,false
156,7042,false
156,7045,false
157,7025,false
157,7026,false
157,7027,false
157,7028,false
157,7035,false
157,7038,false
157,7041,false
157,7045,false
158,7025,false
158,7026,false
158,7027,false
158,7035,false
158,7038,false
158,7039,false
158,7042,false
159,7017,false
159,7119,false
159,7120,false
159,7121,false
159,7124,false
159,7125,false
159,7126,false
159,7127,false
160,7119,false
160,7122,false
160,7126,false
160,7127,false
161,7017,false
161,7119,false
161,7120,false
161,7121,false
161,7125,false
161,7126,false
161,7127,false
162,7017,false
162,7119,false
162,7120,false
162,7121,false
162,7125,false
162,7126,false
163,7017,false
163,7119,false
163,7120,false
163,7126,false
163,7129,false
163,7130,false
164,7119,false
164,7120,false
164,7126,false
164,7127,false
165,7017,false
165,7119,false
165,7120,false
165,7123,false
165,7124,false
165,7127,false
165,7129,false
166,7119,false
166,7120,false
166,7123,false
166,7124,false
166,7126,false
166,7127,false
167,7074,false
167,7075,false
167,7076,false
167,7079,false
167,7082,false
167,7084,false
168,7075,false
168,7082,false
168,10513,false
169,6227,false
169,6234,false
169,6241,false
169,6242,false
169,6244,false
169,6248,false
169,28027,false
169,28028,false
170,6350,false
170,6351,false
170,6352,false
170,6360,false
171,6185,false
171,28033,false
171,28035,false
171,28038,false
171,28040,false
171,28043,false
172,6185,false
172,28033,false
172,28036,false
172,28040,false
172,28043,false
172,28044,false
173,6059,false
173,6063,false
173,6064,false
173,6065,false
173,6074,false
173,6075,false
173,6076,false
173,6077,false
173,6078,false
173,6079,false
174,7060,false
174,7062,false
174,7064,false
174,10507,false
174,10532,false
175,6613,false
175,6615,false
175,6617,false
175,6618,false
175,6719,false
175,6722,false
175,6723,false
175,6724,false
175,6725,false
176,6885,false
176,6912,false
176,6913,false
176,6915,false
176,6917,false
176,6919,false
176,6926,false
176,6932,false
177,6613,false
177,6617,false
177,6618,false
177,6719,false
177,6723,false
177,6725,false
178,6621,false
178,6727,false
178,10527,false
178,34576,false
179,6620,false
179,6621,false
179,6727,false
179,6730,false
179,34568,false
179,34576,false
180,6620,false
180,6621,false
180,6727,false
180,6730,false
180,10524,false
180,10529,false
180,34568,false
180,34576,false
181,6392,false
181,6393,false
181,6395,false
181,6396,false
181,6397,false
181,6398,false
182,7073,false
182,7074,false
182,7075,false
182,7077,false
182,7079,false
182,7084,false
182,10537,false
183,7005,false
183,7006,false
183,7007,false
183,7010,false
183,7011,false
183,7012,false
183,7013,false
183,7016,false
184,7025,false
184,7026,false
184,7038,false
184,7041,false
184,7042,false
184,7045,false
185,6620,false
185,6621,false
185,6730,false
185,10527,false
185,10529,false
185,34568,false
185,34576,false
186,6624,false
186,10534,false
186,10536,false
186,10538,false
186,28149,false
187,6624,false
187,6698,false
187,10518,false
187,10534,false
187,10535,false
187,10536,false
187,10538,false
187,28149,false
188,6647,false
188,6648,false
188,6649,false
188,6650,false
188,6652,false
188,6653,false
188,6655,false
188,6657,false
189,6060,false
189,6063,false
189,6064,false
189,6065,false
189,6075,false
189,6076,false
189,6077,false
189,6078,false
189,6079,false
189,6135,false
189,36076,false
190,6624,false
190,10518,false
190,10534,false
190,10536,false
190,10538,false
191,6059,false
191,6065,false
191,6074,false
191,6076,false
191,6077,false
191,6078,false
191,6079,false
191,6135,false
191,36076,false
193,6623,false
193,6636,false
193,6638,false
193,6639,false
193,6642,false
193,6644,false
193,6645,false
194,6380,false
194,6381,false
194,6384,false
194,6386,false
194,6548,false
194,6549,false
195,6380,false
195,6381,false
195,6384,false
195,6549,false
196,6380,false
196,6381,false
196,6384,false
196,6386,false
196,6548,false
196,6549,false
197,6392,false
197,6393,false
197,6394,false
197,6395,false
197,6396,false
197,6397,false
197,6398,false
198,5930,false
198,5931,false
198,5932,false
198,5933,false
198,5935,false
198,5936,false
198,5937,false
198,5938,false
198,5939,false
199,5930,false
199,5931,false
199,5932,false
199,5933,false
199,5934,false
199,5937,false
199,5938,false
199,5939,false
200,5930,false
200,5931,false
200,5932,false
200,5933,false
200,5934,false
200,5935,false
200,5936,false
200,5937,false
200,5938,false
200,5939,false
201,5930,false
201,5931,false
201,5932,false
201,5933,false
201,5934,false
201,5936,false
201,5937,false
201,5938,false
201,5939,false
202,5930,false
202,5932,false
202,5933,false
202,5934,false
202,5935,false
202,5936,false
202,5937,false
202,5938,false
202,5939,false
203,5942,false
203,5944,false
203,5945,false
203,5947,false
203,5948,false
203,5953,false
203,6542,false
203,34797,false
204,5942,false
204,5944,false
204,5948,false
204,5952,false
204,5953,false
204,34797,false
205,5942,false
205,5946,false
205,5948,false
205,5952,false
205,6542,false
205,34797,false
206,5942,false
206,5943,false
206,5944,false
206,5946,false
206,5948,false
206,5953,false
206,6542,false
206,34797,false
207,5942,false
207,5943,false
207,5945,false
207,5946,false
207,5947,false
207,5948,false
207,5951,false
207,5953,false
207,6542,false
207,34797,false
208,5942,false
208,5943,false
208,5944,false
208,5945,false
208,5946,false
208,5948,false
208,5950,false
208,5953,false
208,6542,false
208,34797,false
209,7060,false
209,7062,false
209,7063,false
209,7064,false
209,7066,false
209,10532,false
210,7017,false
210,7119,false
210,7122,false
210,7127,false
210,10506,false
211,7005,false
211,7006,false
211,7007,false
211,7008,false
211,7010,false
211,7011,false
211,7012,false
211,7016,false
212,6137,false
212,6138,false
212,6140,false
213,6258,false
213,6310,false
213,6322,false
213,6347,false
214,6258,false
214,6322,false
214,6324,false
214,6325,false
214,6329,false
215,5888,false
215,5892,false
215,5893,false
215,5894,false
215,5901,false
215,5904,false
215,5905,false
215,6608,false
215,6609,false
216,5995,false
216,5996,false
216,5997,false
216,5998,false
216,5999,false
217,6103,false
217,6106,false
217,6109,false
217,6111,false
217,6116,false
217,6120,false
217,31958,false
217,36820,false
218,6081,false
218,6082,false
218,6083,false
218,6085,false
218,6086,false
218,6087,false
218,6091,false
218,6094,false
218,6096,false
218,27985,false
219,6227,false
219,6241,false
219,6248,false
219,28027,false
219,28028,false
219,28030,false
220,28031,false
220,28033,false
220,28035,false
220,28036,false
220,28038,false
220,28040,false
220,28042,false
220,28043,false
220,28044,false
221,7006,false
221,7007,false
221,7008,false
221,7010,false
221,7011,false
221,7012,false
221,7016,false
222,7060,false
222,7062,false
222,7063,false
222,7064,false
222,7066,false
222,10532,false
223,6647,false
223,6648,false
223,6649,false
223,6650,false
223,6652,false
223,6653,false
223,6655,false
223,6657,false
223,6658,false
223,6659,false
224,6316,false
224,6323,false
224,6327,false
224,6331,false
224,6332,false
224,6334,false
224,6335,false
224,6336,false
224,6338,false
224,6342,false
224,6344,false
225,6316,false
225,6323,false
225,6327,false
225,6334,false
225,6335,false
225,6338,false
225,6342,false
226,5589,false
226,5595,false
226,5606,false
226,5629,false
226,5637,false
226,5644,false
226,5650,false
226,6299,false
226,6308,false
227,5608,false
227,5622,false
227,5626,false
227,5635,false
227,5646,false
227,5652,false
227,6428,false
227,27258,false
228,6350,false
228,6351,false
228,6358,false
228,6359,false
229,7073,false
229,7074,false
229,7075,false
229,7077,false
229,7079,false
229,7082,false
229,10537,false
230,5617,false
230,5623,false
230,5625,false
230,5631,false
230,5639,false
231,5888,false
231,5889,false
231,5892,false
231,5893,false
231,5894,false
231,5896,false
231,5899,false
231,5900,false
231,5901,false
231,5904,false
231,5906,false
231,6547,false
231,6608,false
231,6609,false
231,6646,false
232,7019,false
232,7022,false
232,7025,false
232,7026,false
232,7027,false
232,7028,false
232,7035,false
232,7038,false
232,7039,false
232,7041,false
232,7042,false
232,7045,false
232,7046,false
232,10539,false
232,10541,false
233,7119,false
233,7120,false
233,7123,false
234,6971,false
234,6972,false
234,6973,false
234,7004,false
234,10471,false
235,6970,false
235,6971,false
235,6972,false
235,7004,false
235,10471,false
236,6968,false
236,10501,false
236,10502,false
236,10584,false
236,10585,false
236,10593,false
236,10599,false
237,10501,false
237,10502,false
237,10593,false
237,10595,false
237,10596,false
237,10599,false
238,10501,false
238,10502,false
238,10543,false
238,10584,false
238,10585,false
238,10594,false
238,10595,false
239,10501,false
239,10502,false
239,10504,false
239,10584,false
239,10585,false
240,10501,false
240,10502,false
240,10584,false
240,10585,false
240,10590,false
240,10593,false
241,10501,false
241,10502,false
241,10504,false
241,10543,false
241,10584,false
241,10585,false
241,10588,false
241,10593,false
241,10599,false
241,10600,false
242,6557,false
242,6561,false
242,6565,false
242,6847,false
242,6848,false
242,6874,false
243,6060,false
243,6064,false
243,6065,false
243,6074,false
243,6075,false
243,6076,false
243,6078,false
243,6079,false
243,6134,false
243,6135,false
243,36076,false
244,6565,false
244,6848,false
244,6874,false
244,10605,false
245,6565,false
245,6847,false
245,6848,false
245,6874,false
245,10605,false
245,35469,false
246,6557,false
246,6561,false
246,6847,false
246,6848,false
246,6874,false
246,10605,false
246,35469,false
247,6555,false
247,6557,false
247,6561,false
247,6847,false
247,6848,false
247,6874,false
247,10605,false
247,35469,false
248,6555,false
248,6557,false
248,6561,false
248,6564,false
248,6565,false
248,6847,false
248,6848,false
248,6874,false
248,10605,false
248,35469,false
249,6555,false
249,6557,false
249,6561,false
249,6564,false
249,6565,false
249,6847,false
249,6848,false
249,6874,false
249,35469,false
250,5671,false
250,5707,false
250,5988,false
250,5989,false
250,5990,false
250,5991,false
250,5994,false
251,5529,false
251,5535,false
251,5540,false
251,5548,false
251,5551,false
251,5558,false
251,5572,false
251,5579,false
251,33168,false
252,6301,false
252,6306,false
252,6310,false
252,6321,false
252,6322,false
252,6324,false
252,6325,false
252,6328,false
252,6347,false
253,6479,false
253,6480,false
253,6481,false
253,6486,false
253,6487,false
253,31924,false
253,36058,false
253,36063,false
254,6479,false
254,6481,false
254,6485,false
254,6487,false
254,31924,false
254,36058,false
254,36063,false
255,6479,false
255,6480,false
255,6481,false
255,6486,false
255,6487,false
255,31924,false
255,36058,false
255,36063,false
256,6479,false
256,6480,false
256,6481,false
256,6486,false
256,6487,false
256,31924,false
256,36058,false
256,36063,false
258,5804,false
258,5805,false
258,5914,false
259,5804,false
259,5805,false
259,5914,false
260,5918,false
260,5922,false
261,5916,false
261,5918,false
261,5920,false
261,5922,false
261,5923,false
261,5924,false
261,10607,false
262,5923,false
262,5924,false
263,5920,false
263,5923,false
263,5924,false
263,10607,false
264,5920,false
264,5922,false
264,5923,false
264,5924,false
264,10607,false
265,5920,false
265,5923,false
265,5924,false
265,10607,false
266,6551,false
266,6552,false
266,6553,false
266,6554,false
267,6551,false
267,6552,false
267,6553,false
267,6554,false
268,6551,false
268,6552,false
268,6553,false
268,6554,false
269,6558,false
269,6611,false
269,10606,false
269,10608,false
270,6558,false
270,6559,false
270,10606,false
270,10608,false
271,6558,false
271,10606,false
271,10608,false
272,10606,false
272,10608,false
273,6558,false
273,6559,false
273,10606,false
273,10608,false
274,6558,false
274,6559,false
274,6611,false
274,10606,false
274,10608,false
275,10606,false
275,10608,false
276,6101,false
276,6103,false
276,6105,false
276,6106,false
276,6109,false
276,6111,false
276,6116,false
276,6120,false
276,31958,false
276,36820,false
277,6081,false
277,6082,false
277,6085,false
277,6086,false
277,6087,false
277,6091,false
277,6092,false
277,6094,false
277,6096,false
277,27985,false
278,6227,false
278,6234,false
278,6236,false
278,6241,false
278,6242,false
278,6244,false
278,6247,false
278,6248,false
278,28027,false
278,28028,false
278,28030,false
279,6470,false
279,6471,false
279,6473,false
279,6476,false
279,6477,false
279,6478,false
280,6472,false
280,6473,false
280,6477,false
280,6478,false
281,6470,false
281,6472,false
281,6473,false
281,6476,false
281,6477,false
282,6470,false
282,6471,false
282,6473,false
282,6476,false
282,6477,false
282,6478,false
283,5709,false
283,5710,false
283,5711,false
283,5712,false
283,5715,false
283,5717,false
283,5719,false
283,5720,false
283,10627,false
284,6850,false
284,6859,false
284,6862,false
284,6863,false
284,6866,false
284,6868,false
284,6871,false
284,6872,false
284,6873,false
285,6081,false
285,6082,false
285,6083,false
285,6085,false
285,6086,false
285,6087,false
285,6091,false
285,6092,false
285,6094,false
285,6095,false
285,6096,false
285,6097,false
285,27985,false
286,6137,false
286,6138,false
286,6140,false
287,5529,false
287,5540,false
287,5548,false
287,5551,false
287,5558,false
287,5563,false
287,5566,false
287,5579,false
287,33168,false
288,28033,false
288,28035,false
288,28036,false
288,28038,false
288,28040,false
288,28042,false
288,28043,false
288,28044,false
289,5622,false
289,5626,false
289,5635,false
289,5646,false
289,6428,false
290,5528,false
290,5532,false
290,5556,false
290,5560,false
290,5567,false
290,5578,false
291,5622,false
291,5626,false
291,5635,false
291,5646,false
291,6428,false
292,5608,false
292,5622,false
292,5646,false
292,5652,false
292,27258,false
293,5608,false
293,5622,false
293,5626,false
293,5635,false
293,5646,false
293,5652,false
293,6428,false
293,27258,false
294,5528,false
294,5560,false
294,5567,false
294,5575,false
294,5578,false
294,29316,false
295,5528,false
295,5532,false
295,5546,false
295,5556,false
295,5560,false
295,5567,false
295,5575,false
295,5578,false
296,6059,false
296,6060,false
296,6064,false
296,6065,false
296,6074,false
296,6075,false
296,6076,false
296,6077,false
296,6079,false
296,6134,false
297,5532,false
297,5560,false
297,5567,false
297,5582,false
297,29316,false
298,5608,false
298,5622,false
298,5626,false
298,5635,false
298,5646,false
298,6428,false
299,6276,false
299,6280,false
299,6283,false
299,6284,false
299,6287,false
299,6293,false
299,6317,false
300,6059,false
300,6065,false
300,6074,false
300,6075,false
300,6076,false
300,6077,false
300,6079,false
300,6134,false
300,36076,false
301,6276,false
301,6280,false
301,6283,false
301,6284,false
301,6287,false
301,6293,false
301,6317,false
302,6283,false
302,6287,false
302,27997,false
303,6276,false
303,6287,false
303,6293,false
303,6317,false
303,27990,false
303,27997,false
304,6276,false
304,6280,false
304,6283,false
304,6284,false
304,6287,false
304,6293,false
304,6315,false
304,6317,false
304,27997,false
305,6276,false
305,6280,false
305,6283,false
305,6287,false
305,6293,false
305,27990,false
305,27997,false
306,6276,false
306,6280,false
306,6283,false
306,6291,false
306,6293,false
306,6315,false
306,27990,false
306,27997,false
307,6283,false
307,6284,false
307,6287,false
307,6293,false
307,6315,false
307,6317,false
307,27997,false
308,6276,false
308,6280,false
308,6283,false
308,6284,false
308,6285,false
308,6287,false
308,6291,false
308,6293,false
308,6314,false
308,6315,false
308,6317,false
308,27990,false
308,27997,false
309,10358,false
309,10611,false
310,10358,false
310,10611,false
310,10612,false
311,7017,false
311,7119,false
311,7120,false
311,7122,false
311,7123,false
311,7127,false
311,7131,false
311,10506,false
312,7017,false
312,7119,false
312,7121,false
312,7122,false
312,7125,false
312,7126,false
312,7127,false
312,7129,false
312,7130,false
312,7131,false
312,10506,false
313,7060,false
313,7062,false
313,7063,false
313,7064,false
313,7066,false
