id,data_modificacao,status,quantidade_status,data_inclusao,usuario_inclusao,id_concurso
296622,2022-08-11 00:00:00,Em avaliação I,6,2023-08-10 11:33:33,gabriel.lima,2
296623,2022-08-11 00:00:00,Em homologação,3,2023-08-10 11:33:33,gabriel.lima,2
296624,2022-08-11 00:00:00,Pendente,1,2023-08-10 11:33:33,gabriel.lima,2
296625,2022-08-12 00:00:00,Em avaliação I,8,2023-08-10 11:33:33,gabriel.lima,2
296626,2022-08-12 00:00:00,Em homologação,1,2023-08-10 11:33:33,gabriel.lima,2
296627,2022-08-12 00:00:00,Não selecionada,1,2023-08-10 11:33:33,gabriel.lima,2
296628,2022-08-16 00:00:00,Em avaliação I,8,2023-08-10 11:33:33,gabriel.lima,2
296629,2022-08-16 00:00:00,Em homologação,1,2023-08-10 11:33:33,gabriel.lima,2
296630,2022-08-16 00:00:00,Não selecionada,1,2023-08-10 11:33:33,gabriel.lima,2
296631,2022-08-16 00:00:00,Pendente,1,2023-08-10 11:33:33,gabriel.lima,2
296632,2022-08-17 00:00:00,Em avaliação I,8,2023-08-10 11:33:33,gabriel.lima,2
296633,2022-08-17 00:00:00,Em homologação,2,2023-08-10 11:33:33,gabriel.lima,2
296634,2022-08-17 00:00:00,Não selecionada,1,2023-08-10 11:33:33,gabriel.lima,2
296635,2022-08-17 00:00:00,Pendente,2,2023-08-10 11:33:33,gabriel.lima,2
296636,2022-08-18 00:00:00,Em avaliação I,8,2023-08-10 11:33:33,gabriel.lima,2
296637,2022-08-18 00:00:00,Em homologação,3,2023-08-10 11:33:33,gabriel.lima,2
296638,2022-08-18 00:00:00,Não selecionada,1,2023-08-10 11:33:33,gabriel.lima,2
296639,2022-08-18 00:00:00,Pendente,2,2023-08-10 11:33:33,gabriel.lima,2
296640,2022-08-22 00:00:00,Em avaliação I,10,2023-08-10 11:33:33,gabriel.lima,2
296641,2022-08-22 00:00:00,Em homologação,1,2023-08-10 11:33:33,gabriel.lima,2
296642,2022-08-22 00:00:00,Não selecionada,1,2023-08-10 11:33:33,gabriel.lima,2
296643,2022-08-22 00:00:00,Pendente,2,2023-08-10 11:33:33,gabriel.lima,2
296644,2022-08-23 00:00:00,Em avaliação I,10,2023-08-10 11:33:33,gabriel.lima,2
296645,2022-08-23 00:00:00,Em homologação,2,2023-08-10 11:33:33,gabriel.lima,2
296646,2022-08-23 00:00:00,Não selecionada,1,2023-08-10 11:33:33,gabriel.lima,2
296647,2022-08-23 00:00:00,Pendente,2,2023-08-10 11:33:33,gabriel.lima,2
296648,2022-08-24 00:00:00,Em avaliação I,10,2023-08-10 11:33:33,gabriel.lima,2
296649,2022-08-24 00:00:00,Em homologação,3,2023-08-10 11:33:33,gabriel.lima,2
296650,2022-08-24 00:00:00,Não selecionada,1,2023-08-10 11:33:33,gabriel.lima,2
296651,2022-08-24 00:00:00,Pendente,2,2023-08-10 11:33:33,gabriel.lima,2
296652,2022-08-25 00:00:00,Em avaliação I,11,2023-08-10 11:33:33,gabriel.lima,2
296653,2022-08-25 00:00:00,Em homologação,1,2023-08-10 11:33:33,gabriel.lima,2
296654,2022-08-25 00:00:00,Não selecionada,1,2023-08-10 11:33:33,gabriel.lima,2
296655,2022-08-25 00:00:00,Pendente,3,2023-08-10 11:33:33,gabriel.lima,2
296656,2022-08-26 00:00:00,Em avaliação I,12,2023-08-10 11:33:33,gabriel.lima,2
296657,2022-08-26 00:00:00,Não selecionada,1,2023-08-10 11:33:33,gabriel.lima,2
296658,2022-08-26 00:00:00,Pendente,3,2023-08-10 11:33:33,gabriel.lima,2
296659,2022-08-29 00:00:00,Em avaliação I,12,2023-08-10 11:33:33,gabriel.lima,2
296660,2022-08-29 00:00:00,Em homologação,1,2023-08-10 11:33:34,gabriel.lima,2
296661,2022-08-29 00:00:00,Não selecionada,1,2023-08-10 11:33:34,gabriel.lima,2
296662,2022-08-29 00:00:00,Pendente,2,2023-08-10 11:33:34,gabriel.lima,2
296663,2022-09-02 00:00:00,Em avaliação I,12,2023-08-10 11:33:34,gabriel.lima,2
296664,2022-09-02 00:00:00,Em homologação,1,2023-08-10 11:33:34,gabriel.lima,2
296665,2022-09-02 00:00:00,Não selecionada,1,2023-08-10 11:33:34,gabriel.lima,2
296666,2022-09-02 00:00:00,Pendente,3,2023-08-10 11:33:34,gabriel.lima,2
296667,2022-09-06 00:00:00,Em avaliação I,12,2023-08-10 11:33:34,gabriel.lima,2
296668,2022-09-06 00:00:00,Em homologação,2,2023-08-10 11:33:34,gabriel.lima,2
296669,2022-09-06 00:00:00,Não selecionada,1,2023-08-10 11:33:34,gabriel.lima,2
296670,2022-09-06 00:00:00,Pendente,2,2023-08-10 11:33:34,gabriel.lima,2
296671,2022-09-08 00:00:00,Em avaliação I,14,2023-08-10 11:33:34,gabriel.lima,2
296672,2022-09-08 00:00:00,Em homologação,1,2023-08-10 11:33:34,gabriel.lima,2
296673,2022-09-08 00:00:00,Não selecionada,1,2023-08-10 11:33:34,gabriel.lima,2
296674,2022-09-08 00:00:00,Pendente,1,2023-08-10 11:33:34,gabriel.lima,2
296675,2022-09-09 00:00:00,Em avaliação I,14,2023-08-10 11:33:34,gabriel.lima,2
296676,2022-09-09 00:00:00,Não selecionada,1,2023-08-10 11:33:34,gabriel.lima,2
296677,2022-09-09 00:00:00,Pendente,2,2023-08-10 11:33:34,gabriel.lima,2
296678,2022-09-12 00:00:00,Em avaliação I,15,2023-08-10 11:33:34,gabriel.lima,2
296679,2022-09-12 00:00:00,Em homologação,1,2023-08-10 11:33:34,gabriel.lima,2
296680,2022-09-12 00:00:00,Não selecionada,1,2023-08-10 11:33:34,gabriel.lima,2
296681,2022-09-13 00:00:00,Em avaliação I,16,2023-08-10 11:33:34,gabriel.lima,2
296682,2022-09-13 00:00:00,Não selecionada,1,2023-08-10 11:33:34,gabriel.lima,2
296683,2022-09-19 00:00:00,Em avaliação I,16,2023-08-10 11:33:34,gabriel.lima,2
296684,2022-09-19 00:00:00,Não selecionada,1,2023-08-10 11:33:34,gabriel.lima,2
296685,2022-09-20 00:00:00,Em avaliação I,11,2023-08-10 11:33:34,gabriel.lima,2
296686,2022-09-20 00:00:00,Não selecionada,4,2023-08-10 11:33:34,gabriel.lima,2
296687,2022-09-20 00:00:00,Pendente,1,2023-08-10 11:33:34,gabriel.lima,2
296688,2022-09-20 00:00:00,Em espera,1,2023-08-10 11:33:34,gabriel.lima,2
296689,2022-09-21 00:00:00,Em avaliação I,8,2023-08-10 11:33:34,gabriel.lima,2
296690,2022-09-21 00:00:00,Não selecionada,7,2023-08-10 11:33:34,gabriel.lima,2
296691,2022-09-21 00:00:00,Em espera,2,2023-08-10 11:33:34,gabriel.lima,2
296692,2022-09-27 00:00:00,Em avaliação I,8,2023-08-10 11:33:34,gabriel.lima,2
296693,2022-09-27 00:00:00,Em homologação,1,2023-08-10 11:33:34,gabriel.lima,2
296694,2022-09-27 00:00:00,Não selecionada,7,2023-08-10 11:33:34,gabriel.lima,2
296695,2022-09-27 00:00:00,Em espera,2,2023-08-10 11:33:34,gabriel.lima,2
296696,2022-09-28 00:00:00,Em avaliação I,8,2023-08-10 11:33:34,gabriel.lima,2
296697,2022-09-28 00:00:00,Não selecionada,7,2023-08-10 11:33:34,gabriel.lima,2
296698,2022-09-28 00:00:00,Pendente,1,2023-08-10 11:33:34,gabriel.lima,2
296699,2022-09-28 00:00:00,Em espera,2,2023-08-10 11:33:34,gabriel.lima,2
296700,2022-09-30 00:00:00,Em avaliação I,8,2023-08-10 11:33:34,gabriel.lima,2
296701,2022-09-30 00:00:00,Em homologação,1,2023-08-10 11:33:34,gabriel.lima,2
296702,2022-09-30 00:00:00,Não selecionada,7,2023-08-10 11:33:34,gabriel.lima,2
296703,2022-09-30 00:00:00,Em espera,2,2023-08-10 11:33:34,gabriel.lima,2
296704,2022-10-03 00:00:00,Em avaliação I,8,2023-08-10 11:33:34,gabriel.lima,2
296705,2022-10-03 00:00:00,Em homologação,4,2023-08-10 11:33:34,gabriel.lima,2
296706,2022-10-03 00:00:00,Não selecionada,7,2023-08-10 11:33:34,gabriel.lima,2
296707,2022-10-03 00:00:00,Em espera,2,2023-08-10 11:33:34,gabriel.lima,2
296708,2022-10-05 00:00:00,Em avaliação I,8,2023-08-10 11:33:34,gabriel.lima,2
296709,2022-10-05 00:00:00,Não selecionada,7,2023-08-10 11:33:34,gabriel.lima,2
296710,2022-10-05 00:00:00,Pendente,4,2023-08-10 11:33:34,gabriel.lima,2
296711,2022-10-05 00:00:00,Em espera,2,2023-08-10 11:33:34,gabriel.lima,2
296712,2022-10-06 00:00:00,Em avaliação I,7,2023-08-10 11:33:34,gabriel.lima,2
296713,2022-10-06 00:00:00,Em homologação,1,2023-08-10 11:33:34,gabriel.lima,2
296714,2022-10-06 00:00:00,Não selecionada,8,2023-08-10 11:33:34,gabriel.lima,2
296715,2022-10-06 00:00:00,Pendente,3,2023-08-10 11:33:34,gabriel.lima,2
296716,2022-10-06 00:00:00,Em espera,2,2023-08-10 11:33:34,gabriel.lima,2
296717,2022-10-07 00:00:00,Em avaliação I,6,2023-08-10 11:33:34,gabriel.lima,2
296718,2022-10-07 00:00:00,Não selecionada,11,2023-08-10 11:33:34,gabriel.lima,2
296719,2022-10-07 00:00:00,Pendente,1,2023-08-10 11:33:34,gabriel.lima,2
296720,2022-10-07 00:00:00,Em espera,3,2023-08-10 11:33:34,gabriel.lima,2
296721,2022-10-17 00:00:00,Em avaliação I,6,2023-08-10 11:33:34,gabriel.lima,2
296722,2022-10-17 00:00:00,Não selecionada,11,2023-08-10 11:33:35,gabriel.lima,2
296723,2022-10-17 00:00:00,Pendente,1,2023-08-10 11:33:35,gabriel.lima,2
296724,2022-10-17 00:00:00,Em espera,3,2023-08-10 11:33:35,gabriel.lima,2
296725,2022-10-19 00:00:00,Em avaliação I,6,2023-08-10 11:33:35,gabriel.lima,2
296726,2022-10-19 00:00:00,Em homologação,2,2023-08-10 11:33:35,gabriel.lima,2
296727,2022-10-19 00:00:00,Não selecionada,11,2023-08-10 11:33:35,gabriel.lima,2
296728,2022-10-19 00:00:00,Pendente,1,2023-08-10 11:33:35,gabriel.lima,2
296729,2022-10-19 00:00:00,Em espera,3,2023-08-10 11:33:35,gabriel.lima,2
296730,2022-10-20 00:00:00,Em avaliação I,2,2023-08-10 11:33:35,gabriel.lima,2
296731,2022-10-20 00:00:00,Em homologação,2,2023-08-10 11:33:35,gabriel.lima,2
296732,2022-10-20 00:00:00,Não selecionada,12,2023-08-10 11:33:35,gabriel.lima,2
296733,2022-10-20 00:00:00,Pendente,1,2023-08-10 11:33:35,gabriel.lima,2
296734,2022-10-20 00:00:00,Em espera,2,2023-08-10 11:33:35,gabriel.lima,2
296735,2022-10-20 00:00:00,Em habilitação da entidade,4,2023-08-10 11:33:35,gabriel.lima,2
296736,2022-10-21 00:00:00,Em avaliação I,3,2023-08-10 11:33:35,gabriel.lima,2
296737,2022-10-21 00:00:00,Em homologação,1,2023-08-10 11:33:35,gabriel.lima,2
296738,2022-10-21 00:00:00,Não selecionada,12,2023-08-10 11:33:35,gabriel.lima,2
296739,2022-10-21 00:00:00,Pendente,1,2023-08-10 11:33:35,gabriel.lima,2
296740,2022-10-21 00:00:00,Em espera,2,2023-08-10 11:33:35,gabriel.lima,2
296741,2022-10-21 00:00:00,Em habilitação da entidade,4,2023-08-10 11:33:35,gabriel.lima,2
296742,2022-10-24 00:00:00,Em avaliação I,3,2023-08-10 11:33:35,gabriel.lima,2
296743,2022-10-24 00:00:00,Em homologação,1,2023-08-10 11:33:35,gabriel.lima,2
296744,2022-10-24 00:00:00,Não selecionada,12,2023-08-10 11:33:35,gabriel.lima,2
296745,2022-10-24 00:00:00,Pendente,2,2023-08-10 11:33:35,gabriel.lima,2
296746,2022-10-24 00:00:00,Em espera,2,2023-08-10 11:33:35,gabriel.lima,2
296747,2022-10-24 00:00:00,Em habilitação da entidade,4,2023-08-10 11:33:35,gabriel.lima,2
296748,2022-10-25 00:00:00,Em avaliação I,3,2023-08-10 11:33:35,gabriel.lima,2
296749,2022-10-25 00:00:00,Em homologação,1,2023-08-10 11:33:35,gabriel.lima,2
296750,2022-10-25 00:00:00,Não selecionada,12,2023-08-10 11:33:35,gabriel.lima,2
296751,2022-10-25 00:00:00,Pendente,2,2023-08-10 11:33:35,gabriel.lima,2
296752,2022-10-25 00:00:00,Em espera,2,2023-08-10 11:33:35,gabriel.lima,2
296753,2022-10-25 00:00:00,Em habilitação da entidade,4,2023-08-10 11:33:35,gabriel.lima,2
296754,2022-10-26 00:00:00,Em avaliação I,3,2023-08-10 11:33:35,gabriel.lima,2
296755,2022-10-26 00:00:00,Em homologação,2,2023-08-10 11:33:35,gabriel.lima,2
296756,2022-10-26 00:00:00,Não selecionada,12,2023-08-10 11:33:35,gabriel.lima,2
296757,2022-10-26 00:00:00,Pendente,1,2023-08-10 11:33:35,gabriel.lima,2
296758,2022-10-26 00:00:00,Em espera,2,2023-08-10 11:33:35,gabriel.lima,2
296759,2022-10-26 00:00:00,Em habilitação da entidade,4,2023-08-10 11:33:35,gabriel.lima,2
296760,2022-10-28 00:00:00,Nova,1,2023-08-10 11:33:35,gabriel.lima,2
296761,2022-10-28 00:00:00,Em avaliação I,3,2023-08-10 11:33:35,gabriel.lima,2
296762,2022-10-28 00:00:00,Em homologação,2,2023-08-10 11:33:35,gabriel.lima,2
296763,2022-10-28 00:00:00,Não selecionada,12,2023-08-10 11:33:35,gabriel.lima,2
296764,2022-10-28 00:00:00,Pendente,1,2023-08-10 11:33:35,gabriel.lima,2
296765,2022-10-28 00:00:00,Em espera,2,2023-08-10 11:33:35,gabriel.lima,2
296766,2022-10-28 00:00:00,Em habilitação da entidade,4,2023-08-10 11:33:35,gabriel.lima,2
296767,2022-10-31 00:00:00,Nova,1,2023-08-10 11:33:35,gabriel.lima,2
296768,2022-10-31 00:00:00,Em avaliação I,3,2023-08-10 11:33:35,gabriel.lima,2
296769,2022-10-31 00:00:00,Em homologação,1,2023-08-10 11:33:35,gabriel.lima,2
296770,2022-10-31 00:00:00,Não selecionada,13,2023-08-10 11:33:35,gabriel.lima,2
296771,2022-10-31 00:00:00,Pendente,4,2023-08-10 11:33:35,gabriel.lima,2
296772,2022-10-31 00:00:00,Em espera,2,2023-08-10 11:33:35,gabriel.lima,2
296773,2022-10-31 00:00:00,Em conversão,2,2023-08-10 11:33:35,gabriel.lima,2
296774,2022-11-01 00:00:00,Nova,1,2023-08-10 11:33:35,gabriel.lima,2
296775,2022-11-01 00:00:00,Em avaliação I,2,2023-08-10 11:33:35,gabriel.lima,2
296776,2022-11-01 00:00:00,Em homologação,4,2023-08-10 11:33:35,gabriel.lima,2
296777,2022-11-01 00:00:00,Não selecionada,13,2023-08-10 11:33:35,gabriel.lima,2
296778,2022-11-01 00:00:00,Pendente,3,2023-08-10 11:33:35,gabriel.lima,2
296779,2022-11-01 00:00:00,Em espera,2,2023-08-10 11:33:35,gabriel.lima,2
296780,2022-11-01 00:00:00,Em habilitação da entidade,1,2023-08-10 11:33:35,gabriel.lima,2
296781,2022-11-01 00:00:00,Em conversão,2,2023-08-10 11:33:35,gabriel.lima,2
296782,2022-11-03 00:00:00,Em avaliação I,2,2023-08-10 11:33:36,gabriel.lima,2
296783,2022-11-03 00:00:00,Em homologação,5,2023-08-10 11:33:36,gabriel.lima,2
296784,2022-11-03 00:00:00,Não selecionada,12,2023-08-10 11:33:36,gabriel.lima,2
296785,2022-11-03 00:00:00,Pendente,4,2023-08-10 11:33:36,gabriel.lima,2
296786,2022-11-03 00:00:00,Em espera,2,2023-08-10 11:33:36,gabriel.lima,2
296787,2022-11-03 00:00:00,Em conversão,3,2023-08-10 11:33:36,gabriel.lima,2
296788,2022-11-04 00:00:00,Em avaliação I,4,2023-08-10 11:33:36,gabriel.lima,2
296789,2022-11-04 00:00:00,Em homologação,2,2023-08-10 11:33:36,gabriel.lima,2
296790,2022-11-04 00:00:00,Não selecionada,12,2023-08-10 11:33:36,gabriel.lima,2
296791,2022-11-04 00:00:00,Pendente,5,2023-08-10 11:33:36,gabriel.lima,2
296792,2022-11-04 00:00:00,Em espera,2,2023-08-10 11:33:36,gabriel.lima,2
296793,2022-11-04 00:00:00,Em conversão,3,2023-08-10 11:33:36,gabriel.lima,2
296794,2022-11-07 00:00:00,Em avaliação I,5,2023-08-10 11:33:36,gabriel.lima,2
296795,2022-11-07 00:00:00,Em homologação,2,2023-08-10 11:33:36,gabriel.lima,2
296796,2022-11-07 00:00:00,Não selecionada,12,2023-08-10 11:33:36,gabriel.lima,2
296797,2022-11-07 00:00:00,Pendente,4,2023-08-10 11:33:36,gabriel.lima,2
296798,2022-11-07 00:00:00,Em espera,2,2023-08-10 11:33:36,gabriel.lima,2
296799,2022-11-07 00:00:00,Em conversão,3,2023-08-10 11:33:36,gabriel.lima,2
296800,2022-11-08 00:00:00,Em avaliação I,5,2023-08-10 11:33:36,gabriel.lima,2
296801,2022-11-08 00:00:00,Em homologação,3,2023-08-10 11:33:36,gabriel.lima,2
296802,2022-11-08 00:00:00,Não selecionada,12,2023-08-10 11:33:36,gabriel.lima,2
296803,2022-11-08 00:00:00,Pendente,4,2023-08-10 11:33:36,gabriel.lima,2
296804,2022-11-08 00:00:00,Em espera,2,2023-08-10 11:33:36,gabriel.lima,2
296805,2022-11-08 00:00:00,Em conversão,3,2023-08-10 11:33:36,gabriel.lima,2
296806,2022-11-09 00:00:00,Em avaliação I,5,2023-08-10 11:33:36,gabriel.lima,2
296807,2022-11-09 00:00:00,Em homologação,3,2023-08-10 11:33:36,gabriel.lima,2
296808,2022-11-09 00:00:00,Não selecionada,12,2023-08-10 11:33:36,gabriel.lima,2
296809,2022-11-09 00:00:00,Pendente,4,2023-08-10 11:33:36,gabriel.lima,2
296810,2022-11-09 00:00:00,Em espera,2,2023-08-10 11:33:36,gabriel.lima,2
296811,2022-11-09 00:00:00,Em conversão,3,2023-08-10 11:33:36,gabriel.lima,2
296812,2022-11-10 00:00:00,Em avaliação I,3,2023-08-10 11:33:36,gabriel.lima,2
296813,2022-11-10 00:00:00,Em homologação,3,2023-08-10 11:33:36,gabriel.lima,2
296814,2022-11-10 00:00:00,Não selecionada,12,2023-08-10 11:33:36,gabriel.lima,2
296815,2022-11-10 00:00:00,Pendente,4,2023-08-10 11:33:36,gabriel.lima,2
296816,2022-11-10 00:00:00,Em espera,2,2023-08-10 11:33:36,gabriel.lima,2
296817,2022-11-10 00:00:00,Em habilitação da entidade,2,2023-08-10 11:33:36,gabriel.lima,2
296818,2022-11-10 00:00:00,Em conversão,3,2023-08-10 11:33:36,gabriel.lima,2
296819,2022-11-11 00:00:00,Em avaliação I,3,2023-08-10 11:33:36,gabriel.lima,2
296820,2022-11-11 00:00:00,Em homologação,3,2023-08-10 11:33:36,gabriel.lima,2
296821,2022-11-11 00:00:00,Não selecionada,13,2023-08-10 11:33:36,gabriel.lima,2
296822,2022-11-11 00:00:00,Pendente,3,2023-08-10 11:33:36,gabriel.lima,2
296823,2022-11-11 00:00:00,Em espera,2,2023-08-10 11:33:36,gabriel.lima,2
296824,2022-11-11 00:00:00,Em habilitação da entidade,2,2023-08-10 11:33:36,gabriel.lima,2
296825,2022-11-11 00:00:00,Em conversão,3,2023-08-10 11:33:36,gabriel.lima,2
296826,2022-11-14 00:00:00,Em avaliação I,3,2023-08-10 11:33:36,gabriel.lima,2
296827,2022-11-14 00:00:00,Em homologação,5,2023-08-10 11:33:36,gabriel.lima,2
296828,2022-11-14 00:00:00,Não selecionada,12,2023-08-10 11:33:36,gabriel.lima,2
296829,2022-11-14 00:00:00,Pendente,3,2023-08-10 11:33:36,gabriel.lima,2
296830,2022-11-14 00:00:00,Em espera,2,2023-08-10 11:33:36,gabriel.lima,2
296913,2022-12-13 00:00:00,Em avaliação I,8,2023-08-10 11:33:38,gabriel.lima,2
296831,2022-11-14 00:00:00,Em habilitação da entidade,2,2023-08-10 11:33:36,gabriel.lima,2
296832,2022-11-14 00:00:00,Em conversão,4,2023-08-10 11:33:36,gabriel.lima,2
296833,2022-11-17 00:00:00,Em avaliação I,3,2023-08-10 11:33:36,gabriel.lima,2
296834,2022-11-17 00:00:00,Em homologação,5,2023-08-10 11:33:36,gabriel.lima,2
296835,2022-11-17 00:00:00,Não selecionada,12,2023-08-10 11:33:36,gabriel.lima,2
296836,2022-11-17 00:00:00,Pendente,5,2023-08-10 11:33:36,gabriel.lima,2
296837,2022-11-17 00:00:00,Em espera,2,2023-08-10 11:33:36,gabriel.lima,2
296838,2022-11-17 00:00:00,Em conversão,4,2023-08-10 11:33:36,gabriel.lima,2
296839,2022-11-18 00:00:00,Em avaliação I,1,2023-08-10 11:33:36,gabriel.lima,2
296840,2022-11-18 00:00:00,Em homologação,6,2023-08-10 11:33:36,gabriel.lima,2
296841,2022-11-18 00:00:00,Não selecionada,13,2023-08-10 11:33:36,gabriel.lima,2
296842,2022-11-18 00:00:00,Pendente,5,2023-08-10 11:33:37,gabriel.lima,2
296843,2022-11-18 00:00:00,Em habilitação da entidade,3,2023-08-10 11:33:37,gabriel.lima,2
296844,2022-11-18 00:00:00,Em conversão,4,2023-08-10 11:33:37,gabriel.lima,2
296845,2022-11-20 00:00:00,Em avaliação I,2,2023-08-10 11:33:37,gabriel.lima,2
296846,2022-11-20 00:00:00,Em homologação,4,2023-08-10 11:33:37,gabriel.lima,2
296847,2022-11-20 00:00:00,Não selecionada,13,2023-08-10 11:33:37,gabriel.lima,2
296848,2022-11-20 00:00:00,Pendente,9,2023-08-10 11:33:37,gabriel.lima,2
296849,2022-11-20 00:00:00,Em conversão,4,2023-08-10 11:33:37,gabriel.lima,2
296850,2022-11-21 00:00:00,Em avaliação I,3,2023-08-10 11:33:37,gabriel.lima,2
296851,2022-11-21 00:00:00,Em homologação,4,2023-08-10 11:33:37,gabriel.lima,2
296852,2022-11-21 00:00:00,Não selecionada,13,2023-08-10 11:33:37,gabriel.lima,2
296853,2022-11-21 00:00:00,Pendente,5,2023-08-10 11:33:37,gabriel.lima,2
296854,2022-11-21 00:00:00,Em conversão,7,2023-08-10 11:33:37,gabriel.lima,2
296855,2022-11-22 00:00:00,Em avaliação I,3,2023-08-10 11:33:37,gabriel.lima,2
296856,2022-11-22 00:00:00,Em homologação,4,2023-08-10 11:33:37,gabriel.lima,2
296857,2022-11-22 00:00:00,Não selecionada,15,2023-08-10 11:33:37,gabriel.lima,2
296858,2022-11-22 00:00:00,Pendente,4,2023-08-10 11:33:37,gabriel.lima,2
296859,2022-11-22 00:00:00,Em conversão,7,2023-08-10 11:33:37,gabriel.lima,2
296860,2022-11-24 00:00:00,Em avaliação I,5,2023-08-10 11:33:37,gabriel.lima,2
296861,2022-11-24 00:00:00,Em homologação,2,2023-08-10 11:33:37,gabriel.lima,2
296862,2022-11-24 00:00:00,Não selecionada,15,2023-08-10 11:33:37,gabriel.lima,2
296863,2022-11-24 00:00:00,Pendente,4,2023-08-10 11:33:37,gabriel.lima,2
296864,2022-11-24 00:00:00,Em conversão,7,2023-08-10 11:33:37,gabriel.lima,2
296865,2022-11-25 00:00:00,Em avaliação I,5,2023-08-10 11:33:37,gabriel.lima,2
296866,2022-11-25 00:00:00,Em homologação,6,2023-08-10 11:33:37,gabriel.lima,2
296867,2022-11-25 00:00:00,Não selecionada,15,2023-08-10 11:33:37,gabriel.lima,2
296868,2022-11-25 00:00:00,Pendente,3,2023-08-10 11:33:37,gabriel.lima,2
296869,2022-11-25 00:00:00,Verificação de empresas,1,2023-08-10 11:33:37,gabriel.lima,2
296870,2022-11-25 00:00:00,Em conversão,7,2023-08-10 11:33:37,gabriel.lima,2
296871,2022-11-28 00:00:00,Em avaliação I,7,2023-08-10 11:33:37,gabriel.lima,2
296872,2022-11-28 00:00:00,Não selecionada,15,2023-08-10 11:33:37,gabriel.lima,2
296873,2022-11-28 00:00:00,Pendente,8,2023-08-10 11:33:37,gabriel.lima,2
296874,2022-11-28 00:00:00,Em conversão,7,2023-08-10 11:33:37,gabriel.lima,2
296875,2022-11-29 00:00:00,Em avaliação I,7,2023-08-10 11:33:37,gabriel.lima,2
296876,2022-11-29 00:00:00,Em homologação,6,2023-08-10 11:33:37,gabriel.lima,2
296877,2022-11-29 00:00:00,Não selecionada,15,2023-08-10 11:33:37,gabriel.lima,2
296878,2022-11-29 00:00:00,Pendente,4,2023-08-10 11:33:37,gabriel.lima,2
296879,2022-11-29 00:00:00,Em conversão,7,2023-08-10 11:33:37,gabriel.lima,2
