id,form_id,error_id,data
629,525,1,2023-01-11 13:11:07.652408
630,541,1,2023-01-11 13:11:07.652408
631,550,1,2023-01-11 13:11:07.652408
632,585,1,2023-01-11 13:11:07.652408
633,615,1,2023-01-11 13:11:07.652408
634,625,1,2023-01-11 13:11:07.652408
635,636,1,2023-01-11 13:11:07.652408
636,661,1,2023-01-11 13:11:07.652408
637,662,1,2023-01-11 13:11:07.652408
638,698,1,2023-01-11 13:11:07.652408
639,2813,1,2023-01-11 13:11:07.652408
640,2814,1,2023-01-11 13:11:07.652408
641,2196,1,2023-01-11 13:11:07.652408
642,2217,1,2023-01-11 13:11:07.652408
643,2614,1,2023-01-11 13:11:07.652408
644,2651,1,2023-01-11 13:11:07.652408
645,2677,1,2023-01-11 13:11:07.652408
646,2693,1,2023-01-11 13:11:07.652408
647,2702,1,2023-01-11 13:11:07.652408
648,2737,1,2023-01-11 13:11:07.652408
649,2767,1,2023-01-11 13:11:07.652408
650,2777,1,2023-01-11 13:11:07.652408
651,715,1,2023-01-12 12:02:47.966386
652,718,1,2023-01-12 12:02:47.966386
653,719,1,2023-01-12 12:02:47.966386
654,720,1,2023-01-12 12:02:47.966386
655,725,1,2023-01-12 12:02:47.966386
656,727,1,2023-01-12 12:02:47.966386
657,728,1,2023-01-12 12:02:47.966386
658,729,1,2023-01-12 12:02:47.966386
659,736,1,2023-01-12 12:02:47.966386
660,739,1,2023-01-12 12:02:47.966386
661,741,1,2023-01-12 12:02:47.966386
662,742,1,2023-01-12 12:02:47.966386
663,752,1,2023-01-12 12:02:47.966386
664,753,1,2023-01-12 12:02:47.966386
665,754,1,2023-01-12 12:02:47.966386
666,759,1,2023-01-12 12:02:47.966386
667,761,1,2023-01-12 12:02:47.966386
668,769,1,2023-01-12 12:02:47.966386
669,777,1,2023-01-12 12:02:47.966386
670,779,1,2023-01-12 12:02:47.966386
671,781,1,2023-01-12 12:02:47.966386
672,784,1,2023-01-12 12:02:47.966386
673,785,1,2023-01-12 12:02:47.966386
674,791,1,2023-01-12 12:02:47.966386
675,792,1,2023-01-12 12:02:47.966386
676,796,1,2023-01-12 12:02:47.966386
677,797,1,2023-01-12 12:02:47.966386
678,798,1,2023-01-12 12:02:47.966386
679,801,1,2023-01-12 12:02:47.966386
680,803,1,2023-01-12 12:02:47.966386
681,807,1,2023-01-12 12:02:47.966386
682,813,1,2023-01-12 12:02:47.966386
683,815,1,2023-01-12 12:02:47.966386
684,818,1,2023-01-12 12:02:47.966386
685,819,1,2023-01-12 12:02:47.966386
686,823,1,2023-01-12 12:02:47.966386
687,826,1,2023-01-12 12:02:47.966386
688,827,1,2023-01-12 12:02:47.966386
689,828,1,2023-01-12 12:02:47.966386
690,831,1,2023-01-12 12:02:47.966386
691,832,1,2023-01-12 12:02:47.966386
692,833,1,2023-01-12 12:02:47.966386
693,838,1,2023-01-12 12:02:47.966386
694,839,1,2023-01-12 12:02:47.966386
695,840,1,2023-01-12 12:02:47.966386
696,846,1,2023-01-12 12:02:47.966386
697,847,1,2023-01-12 12:02:47.966386
698,852,1,2023-01-12 12:02:47.966386
699,853,1,2023-01-12 12:02:47.966386
700,854,1,2023-01-12 12:02:47.966386
701,855,1,2023-01-12 12:02:47.966386
702,857,1,2023-01-12 12:02:47.966386
703,864,1,2023-01-12 12:02:47.966386
704,865,1,2023-01-12 12:02:47.966386
705,866,1,2023-01-12 12:02:47.966386
706,867,1,2023-01-12 12:02:47.966386
707,869,1,2023-01-12 12:02:47.966386
708,871,1,2023-01-12 12:02:47.966386
709,872,1,2023-01-12 12:02:47.966386
710,873,1,2023-01-12 12:02:47.966386
711,875,1,2023-01-12 12:02:47.966386
712,876,1,2023-01-12 12:02:47.966386
713,878,1,2023-01-12 12:02:47.966386
714,879,1,2023-01-12 12:02:47.966386
715,882,1,2023-01-12 12:02:47.966386
716,884,1,2023-01-12 12:02:47.966386
717,886,1,2023-01-12 12:02:47.966386
718,887,1,2023-01-12 12:02:47.966386
719,889,1,2023-01-12 12:02:47.966386
720,892,1,2023-01-12 12:02:47.966386
721,895,1,2023-01-12 12:02:47.966386
722,897,1,2023-01-12 12:02:47.966386
723,898,1,2023-01-12 12:02:47.966386
724,899,1,2023-01-12 12:02:47.966386
725,906,1,2023-01-12 12:02:47.966386
726,907,1,2023-01-12 12:02:47.966386
727,909,1,2023-01-12 12:02:47.966386
728,911,1,2023-01-12 12:02:47.966386
729,915,1,2023-01-12 12:02:47.966386
730,916,1,2023-01-12 12:02:47.966386
731,917,1,2023-01-12 12:02:47.966386
732,918,1,2023-01-12 12:02:47.966386
733,919,1,2023-01-12 12:02:47.966386
734,926,1,2023-01-12 12:02:47.966386
735,928,1,2023-01-12 12:02:47.966386
736,929,1,2023-01-12 12:02:47.966386
737,930,1,2023-01-12 12:02:47.966386
738,936,1,2023-01-12 12:02:47.966386
739,940,1,2023-01-12 12:02:47.966386
740,942,1,2023-01-12 12:02:47.966386
741,944,1,2023-01-12 12:02:47.966386
742,945,1,2023-01-12 12:02:47.966386
743,951,1,2023-01-12 12:02:47.966386
744,952,1,2023-01-12 12:02:47.966386
745,955,1,2023-01-12 12:02:47.966386
746,957,1,2023-01-12 12:02:47.966386
747,959,1,2023-01-12 12:02:47.966386
748,960,1,2023-01-12 12:02:47.966386
749,961,1,2023-01-12 12:02:47.966386
750,963,1,2023-01-12 12:02:47.966386
751,964,1,2023-01-12 12:02:47.966386
752,965,1,2023-01-12 12:02:47.966386
753,966,1,2023-01-12 12:02:47.966386
754,969,1,2023-01-12 12:02:47.966386
755,971,1,2023-01-12 12:02:47.966386
756,972,1,2023-01-12 12:02:47.966386
757,974,1,2023-01-12 12:02:47.966386
758,975,1,2023-01-12 12:02:47.966386
759,976,1,2023-01-12 12:02:47.966386
760,980,1,2023-01-12 12:02:47.966386
761,983,1,2023-01-12 12:02:47.966386
762,992,1,2023-01-12 12:02:47.966386
763,994,1,2023-01-12 12:02:47.966386
764,996,1,2023-01-12 12:02:47.966386
765,997,1,2023-01-12 12:02:47.966386
766,1002,1,2023-01-12 12:02:47.966386
767,1006,1,2023-01-12 12:02:47.966386
768,1010,1,2023-01-12 12:02:47.966386
769,1011,1,2023-01-12 12:02:47.966386
770,1014,1,2023-01-12 12:02:47.966386
771,1015,1,2023-01-12 12:02:47.966386
772,1016,1,2023-01-12 12:02:47.966386
773,1021,1,2023-01-12 12:02:47.966386
774,1027,1,2023-01-12 12:02:47.966386
775,1029,1,2023-01-12 12:02:47.966386
776,1030,1,2023-01-12 12:02:47.966386
777,1032,1,2023-01-12 12:02:47.966386
778,1037,1,2023-01-12 12:02:47.966386
779,1040,1,2023-01-12 12:02:47.966386
780,1041,1,2023-01-12 12:02:47.966386
781,1044,1,2023-01-12 12:02:47.966386
782,1048,1,2023-01-12 12:02:47.966386
783,1050,1,2023-01-12 12:02:47.966386
784,1052,1,2023-01-12 12:02:47.966386
785,1053,1,2023-01-12 12:02:47.966386
786,1055,1,2023-01-12 12:02:47.966386
787,1063,1,2023-01-12 12:02:47.966386
788,1064,1,2023-01-12 12:02:47.966386
789,1070,1,2023-01-12 12:02:47.966386
790,1080,1,2023-01-12 12:02:47.966386
791,1081,1,2023-01-12 12:02:47.966386
792,1082,1,2023-01-12 12:02:47.966386
793,1086,1,2023-01-12 12:02:47.966386
794,1087,1,2023-01-12 12:02:47.966386
795,1089,1,2023-01-12 12:02:47.966386
796,1091,1,2023-01-12 12:02:47.966386
797,1096,1,2023-01-12 12:02:47.966386
798,1098,1,2023-01-12 12:02:47.966386
799,1099,1,2023-01-12 12:02:47.966386
800,1100,1,2023-01-12 12:02:47.966386
801,1103,1,2023-01-12 12:02:47.966386
802,1104,1,2023-01-12 12:02:47.966386
803,1108,1,2023-01-12 12:02:47.966386
804,1110,1,2023-01-12 12:02:47.966386
805,1121,1,2023-01-12 12:02:47.966386
806,1123,1,2023-01-12 12:02:47.966386
807,1124,1,2023-01-12 12:02:47.966386
808,1126,1,2023-01-12 12:02:47.966386
809,1132,1,2023-01-12 12:02:47.966386
810,1133,1,2023-01-12 12:02:47.966386
811,1141,1,2023-01-12 12:02:47.966386
812,1142,1,2023-01-12 12:02:47.966386
813,1146,1,2023-01-12 12:02:47.966386
814,1147,1,2023-01-12 12:02:47.966386
815,1148,1,2023-01-12 12:02:47.966386
816,1152,1,2023-01-12 12:02:47.966386
817,1153,1,2023-01-12 12:02:47.966386
818,1160,1,2023-01-12 12:02:47.966386
819,1161,1,2023-01-12 12:02:47.966386
820,1163,1,2023-01-12 12:02:47.966386
821,1168,1,2023-01-12 12:02:47.966386
822,1169,1,2023-01-12 12:02:47.966386
823,1171,1,2023-01-12 12:02:47.966386
824,1172,1,2023-01-12 12:02:47.966386
825,1173,1,2023-01-12 12:02:47.966386
826,1175,1,2023-01-12 12:02:47.966386
827,1176,1,2023-01-12 12:02:47.966386
828,1177,1,2023-01-12 12:02:47.966386
829,1179,1,2023-01-12 12:02:47.966386
830,1180,1,2023-01-12 12:02:47.966386
831,1182,1,2023-01-12 12:02:47.966386
832,1183,1,2023-01-12 12:02:47.966386
833,1184,1,2023-01-12 12:02:47.966386
834,1185,1,2023-01-12 12:02:47.966386
835,1186,1,2023-01-12 12:02:47.966386
836,1187,1,2023-01-12 12:02:47.966386
837,1188,1,2023-01-12 12:02:47.966386
838,1189,1,2023-01-12 12:02:47.966386
839,1190,1,2023-01-12 12:02:47.966386
840,1191,1,2023-01-12 12:02:47.966386
841,1192,1,2023-01-12 12:02:47.966386
842,1193,1,2023-01-12 12:02:47.966386
843,1194,1,2023-01-12 12:02:47.966386
844,1195,1,2023-01-12 12:02:47.966386
845,1196,1,2023-01-12 12:02:47.966386
846,1197,1,2023-01-12 12:02:47.966386
847,1198,1,2023-01-12 12:02:47.966386
848,1199,1,2023-01-12 12:02:47.966386
849,1200,1,2023-01-12 12:02:47.966386
850,1201,1,2023-01-12 12:02:47.966386
851,1202,1,2023-01-12 12:02:47.966386
852,1204,1,2023-01-12 12:02:47.966386
853,1205,1,2023-01-12 12:02:47.966386
854,1206,1,2023-01-12 12:02:47.966386
855,1207,1,2023-01-12 12:02:47.966386
856,1208,1,2023-01-12 12:02:47.966386
857,1209,1,2023-01-12 12:02:47.966386
858,1210,1,2023-01-12 12:02:47.966386
859,1211,1,2023-01-12 12:02:47.966386
860,1212,1,2023-01-12 12:02:47.966386
861,1213,1,2023-01-12 12:02:47.966386
862,1214,1,2023-01-12 12:02:47.966386
863,1215,1,2023-01-12 12:02:47.966386
864,1216,1,2023-01-12 12:02:47.966386
865,1217,1,2023-01-12 12:02:47.966386
866,1218,1,2023-01-12 12:02:47.966386
867,1219,1,2023-01-12 12:02:47.966386
868,1220,1,2023-01-12 12:02:47.966386
869,1221,1,2023-01-12 12:02:47.966386
870,1222,1,2023-01-12 12:02:47.966386
871,1223,1,2023-01-12 12:02:47.966386
872,1224,1,2023-01-12 12:02:47.966386
873,1225,1,2023-01-12 12:02:47.966386
874,1226,1,2023-01-12 12:02:47.966386
875,1227,1,2023-01-12 12:02:47.966386
876,1228,1,2023-01-12 12:02:47.966386
877,1229,1,2023-01-12 12:02:47.966386
878,1230,1,2023-01-12 12:02:47.966386
879,1231,1,2023-01-12 12:02:47.966386
880,1233,1,2023-01-12 12:02:47.966386
881,1234,1,2023-01-12 12:02:47.966386
882,1235,1,2023-01-12 12:02:47.966386
883,1236,1,2023-01-12 12:02:47.966386
884,1238,1,2023-01-12 12:02:47.966386
885,1239,1,2023-01-12 12:02:47.966386
886,1240,1,2023-01-12 12:02:47.966386
887,1241,1,2023-01-12 12:02:47.966386
888,1242,1,2023-01-12 12:02:47.966386
889,1243,1,2023-01-12 12:02:47.966386
890,1244,1,2023-01-12 12:02:47.966386
891,1245,1,2023-01-12 12:02:47.966386
892,1246,1,2023-01-12 12:02:47.966386
893,1247,1,2023-01-12 12:02:47.966386
894,1248,1,2023-01-12 12:02:47.966386
895,1249,1,2023-01-12 12:02:47.966386
896,1250,1,2023-01-12 12:02:47.966386
897,1251,1,2023-01-12 12:02:47.966386
898,1252,1,2023-01-12 12:02:47.966386
899,1253,1,2023-01-12 12:02:47.966386
900,1254,1,2023-01-12 12:02:47.966386
901,1255,1,2023-01-12 12:02:47.966386
902,1256,1,2023-01-12 12:02:47.966386
903,1257,1,2023-01-12 12:02:47.966386
904,1258,1,2023-01-12 12:02:47.966386
905,1259,1,2023-01-12 12:02:47.966386
906,1260,1,2023-01-12 12:02:47.966386
907,1261,1,2023-01-12 12:02:47.966386
908,1262,1,2023-01-12 12:02:47.966386
909,1263,1,2023-01-12 12:02:47.966386
910,1264,1,2023-01-12 12:02:47.966386
911,1265,1,2023-01-12 12:02:47.966386
912,1266,1,2023-01-12 12:02:47.966386
913,1267,1,2023-01-12 12:02:47.966386
914,1268,1,2023-01-12 12:02:47.966386
915,1269,1,2023-01-12 12:02:47.966386
916,1270,1,2023-01-12 12:02:47.966386
917,1271,1,2023-01-12 12:02:47.966386
918,1272,1,2023-01-12 12:02:47.966386
919,1273,1,2023-01-12 12:02:47.966386
920,1274,1,2023-01-12 12:02:47.966386
921,1275,1,2023-01-12 12:02:47.966386
922,1276,1,2023-01-12 12:02:47.966386
923,1277,1,2023-01-12 12:02:47.966386
924,1278,1,2023-01-12 12:02:47.966386
925,1279,1,2023-01-12 12:02:47.966386
926,1280,1,2023-01-12 12:02:47.966386
927,1281,1,2023-01-12 12:02:47.966386
928,1282,1,2023-01-12 12:02:47.966386
929,1283,1,2023-01-12 12:02:47.966386
930,1284,1,2023-01-12 12:02:47.966386
931,1285,1,2023-01-12 12:02:47.966386
932,1286,1,2023-01-12 12:02:47.966386
933,1287,1,2023-01-12 12:02:47.966386
934,1288,1,2023-01-12 12:02:47.966386
935,1289,1,2023-01-12 12:02:47.966386
936,1290,1,2023-01-12 12:02:47.966386
937,1291,1,2023-01-12 12:02:47.966386
938,1292,1,2023-01-12 12:02:47.966386
939,1293,1,2023-01-12 12:02:47.966386
940,1294,1,2023-01-12 12:02:47.966386
941,1295,1,2023-01-12 12:02:47.966386
942,1296,1,2023-01-12 12:02:47.966386
943,1297,1,2023-01-12 12:02:47.966386
944,1298,1,2023-01-12 12:02:47.966386
945,1299,1,2023-01-12 12:02:47.966386
946,1300,1,2023-01-12 12:02:47.966386
947,1301,1,2023-01-12 12:02:47.966386
948,1302,1,2023-01-12 12:02:47.966386
949,1303,1,2023-01-12 12:02:47.966386
950,1304,1,2023-01-12 12:02:47.966386
951,1305,1,2023-01-12 12:02:47.966386
952,1306,1,2023-01-12 12:02:47.966386
953,1307,1,2023-01-12 12:02:47.966386
954,1308,1,2023-01-12 12:02:47.966386
955,1309,1,2023-01-12 12:02:47.966386
956,1310,1,2023-01-12 12:02:47.966386
957,1311,1,2023-01-12 12:02:47.966386
958,1312,1,2023-01-12 12:02:47.966386
959,1313,1,2023-01-12 12:02:47.966386
960,1314,1,2023-01-12 12:02:47.966386
961,1315,1,2023-01-12 12:02:47.966386
962,1316,1,2023-01-12 12:02:47.966386
963,1317,1,2023-01-12 12:02:47.966386
964,1318,1,2023-01-12 12:02:47.966386
965,1319,1,2023-01-12 12:02:47.966386
966,1320,1,2023-01-12 12:02:47.966386
967,1321,1,2023-01-12 12:02:47.966386
968,1322,1,2023-01-12 12:02:47.966386
969,1323,1,2023-01-12 12:02:47.966386
970,1324,1,2023-01-12 12:02:47.966386
971,1325,1,2023-01-12 12:02:47.966386
972,1326,1,2023-01-12 12:02:47.966386
973,1327,1,2023-01-12 12:02:47.966386
974,1328,1,2023-01-12 12:02:47.966386
975,1329,1,2023-01-12 12:02:47.966386
976,1330,1,2023-01-12 12:02:47.966386
977,1331,1,2023-01-12 12:02:47.966386
978,1332,1,2023-01-12 12:02:47.966386
979,1333,1,2023-01-12 12:02:47.966386
980,1334,1,2023-01-12 12:02:47.966386
981,1335,1,2023-01-12 12:02:47.966386
982,1336,1,2023-01-12 12:02:47.966386
983,1337,1,2023-01-12 12:02:47.966386
984,1338,1,2023-01-12 12:02:47.966386
985,1339,1,2023-01-12 12:02:47.966386
986,1340,1,2023-01-12 12:02:47.966386
987,1341,1,2023-01-12 12:02:47.966386
988,1342,1,2023-01-12 12:02:47.966386
989,1343,1,2023-01-12 12:02:47.966386
990,1344,1,2023-01-12 12:02:47.966386
991,1345,1,2023-01-12 12:02:47.966386
992,1346,1,2023-01-12 12:02:47.966386
993,1347,1,2023-01-12 12:02:47.966386
994,1348,1,2023-01-12 12:02:47.966386
995,1349,1,2023-01-12 12:02:47.966386
996,1350,1,2023-01-12 12:02:47.966386
997,1351,1,2023-01-12 12:02:47.966386
998,1352,1,2023-01-12 12:02:47.966386
999,1353,1,2023-01-12 12:02:47.966386
1000,1354,1,2023-01-12 12:02:47.966386
1001,1355,1,2023-01-12 12:02:47.966386
1002,1356,1,2023-01-12 12:02:47.966386
1003,1357,1,2023-01-12 12:02:47.966386
1004,1358,1,2023-01-12 12:02:47.966386
1005,1359,1,2023-01-12 12:02:47.966386
1006,1360,1,2023-01-12 12:02:47.966386
1007,1361,1,2023-01-12 12:02:47.966386
1008,1362,1,2023-01-12 12:02:47.966386
1009,1363,1,2023-01-12 12:02:47.966386
1010,1364,1,2023-01-12 12:02:47.966386
1011,1365,1,2023-01-12 12:02:47.966386
1012,1366,1,2023-01-12 12:02:47.966386
1013,1367,1,2023-01-12 12:02:47.966386
1014,1368,1,2023-01-12 12:02:47.966386
1015,1369,1,2023-01-12 12:02:47.966386
1016,1370,1,2023-01-12 12:02:47.966386
1017,1371,1,2023-01-12 12:02:47.966386
1018,1372,1,2023-01-12 12:02:47.966386
1019,1374,1,2023-01-12 12:02:47.966386
1020,1375,1,2023-01-12 12:02:47.966386
1021,1376,1,2023-01-12 12:02:47.966386
1022,1377,1,2023-01-12 12:02:47.966386
1023,1378,1,2023-01-12 12:02:47.966386
1024,1379,1,2023-01-12 12:02:47.966386
1025,1380,1,2023-01-12 12:02:47.966386
1026,1381,1,2023-01-12 12:02:47.966386
1027,1382,1,2023-01-12 12:02:47.966386
1028,1383,1,2023-01-12 12:02:47.966386
1029,1384,1,2023-01-12 12:02:47.966386
1030,1385,1,2023-01-12 12:02:47.966386
1031,1386,1,2023-01-12 12:02:47.966386
1032,1387,1,2023-01-12 12:02:47.966386
1033,1388,1,2023-01-12 12:02:47.966386
1034,1389,1,2023-01-12 12:02:47.966386
1035,1390,1,2023-01-12 12:02:47.966386
1036,1391,1,2023-01-12 12:02:47.966386
1037,1392,1,2023-01-12 12:02:47.966386
1038,1393,1,2023-01-12 12:02:47.966386
1039,1394,1,2023-01-12 12:02:47.966386
1040,1395,1,2023-01-12 12:02:47.966386
1041,1396,1,2023-01-12 12:02:47.966386
1042,1397,1,2023-01-12 12:02:47.966386
1043,1398,1,2023-01-12 12:02:47.966386
1044,1399,1,2023-01-12 12:02:47.966386
1045,1400,1,2023-01-12 12:02:47.966386
1046,1401,1,2023-01-12 12:02:47.966386
1047,1402,1,2023-01-12 12:02:47.966386
1048,1403,1,2023-01-12 12:02:47.966386
1049,1404,1,2023-01-12 12:02:47.966386
1050,1405,1,2023-01-12 12:02:47.966386
1051,1406,1,2023-01-12 12:02:47.966386
1052,1407,1,2023-01-12 12:02:47.966386
1053,1408,1,2023-01-12 12:02:47.966386
1054,1409,1,2023-01-12 12:02:47.966386
1055,1410,1,2023-01-12 12:02:47.966386
1056,1411,1,2023-01-12 12:02:47.966386
1057,1412,1,2023-01-12 12:02:47.966386
1058,1413,1,2023-01-12 12:02:47.966386
1059,1414,1,2023-01-12 12:02:47.966386
1060,1415,1,2023-01-12 12:02:47.966386
1061,1416,1,2023-01-12 12:02:47.966386
1062,1417,1,2023-01-12 12:02:47.966386
1063,1418,1,2023-01-12 12:02:47.966386
1064,1419,1,2023-01-12 12:02:47.966386
1065,1420,1,2023-01-12 12:02:47.966386
1066,1421,1,2023-01-12 12:02:47.966386
1067,1422,1,2023-01-12 12:02:47.966386
1068,1423,1,2023-01-12 12:02:47.966386
1069,1424,1,2023-01-12 12:02:47.966386
1070,1425,1,2023-01-12 12:02:47.966386
1071,1426,1,2023-01-12 12:02:47.966386
1072,1427,1,2023-01-12 12:02:47.966386
1073,1428,1,2023-01-12 12:02:47.966386
1074,1429,1,2023-01-12 12:02:47.966386
1075,1430,1,2023-01-12 12:02:47.966386
1076,1431,1,2023-01-12 12:02:47.966386
1077,1432,1,2023-01-12 12:02:47.966386
1078,1433,1,2023-01-12 12:02:47.966386
1079,1434,1,2023-01-12 12:02:47.966386
1080,1435,1,2023-01-12 12:02:47.966386
1081,1436,1,2023-01-12 12:02:47.966386
1082,1437,1,2023-01-12 12:02:47.966386
1083,1438,1,2023-01-12 12:02:47.966386
1084,1439,1,2023-01-12 12:02:47.966386
1085,1440,1,2023-01-12 12:02:47.966386
1086,1441,1,2023-01-12 12:02:47.966386
1087,1442,1,2023-01-12 12:02:47.966386
1088,1443,1,2023-01-12 12:02:47.966386
1089,1444,1,2023-01-12 12:02:47.966386
1090,1445,1,2023-01-12 12:02:47.966386
1091,1446,1,2023-01-12 12:02:47.966386
1092,1447,1,2023-01-12 12:02:47.966386
1093,1448,1,2023-01-12 12:02:47.966386
1094,1449,1,2023-01-12 12:02:47.966386
1095,1450,1,2023-01-12 12:02:47.966386
1096,1451,1,2023-01-12 12:02:47.966386
1097,1452,1,2023-01-12 12:02:47.966386
1098,1453,1,2023-01-12 12:02:47.966386
1099,1454,1,2023-01-12 12:02:47.966386
1100,1455,1,2023-01-12 12:02:47.966386
1101,1456,1,2023-01-12 12:02:47.966386
1102,1457,1,2023-01-12 12:02:47.966386
1103,1458,1,2023-01-12 12:02:47.966386
1104,1459,1,2023-01-12 12:02:47.966386
1105,1460,1,2023-01-12 12:02:47.966386
1106,1461,1,2023-01-12 12:02:47.966386
1107,1462,1,2023-01-12 12:02:47.966386
1108,1463,1,2023-01-12 12:02:47.966386
1109,1464,1,2023-01-12 12:02:47.966386
1110,1465,1,2023-01-12 12:02:47.966386
1111,1466,1,2023-01-12 12:02:47.966386
1112,1467,1,2023-01-12 12:02:47.966386
1113,1468,1,2023-01-12 12:02:47.966386
1114,1469,1,2023-01-12 12:02:47.966386
